,PROCESSO,NUMERO,ANO,AREA_HA,ID,FASE,ULT_EVENTO,NOME,SUBS,USO,UF,DSProcesso,geometry,index_right,FEATURECLA,NAME,NAMEALT,REGION,SUBREGION,MIN_LABEL,MAX_LABEL,SCALERANK,LABEL,WIKIDATAID,NAME_AR,NAME_BN,NAME_DE,NAME_EN,NAME_ES,NAME_FR,NAME_EL,NAME_HI,NAME_HU,NAME_ID,NAME_IT,NAME_JA,NAME_KO,NAME_NL,NAME_PL,NAME_PT,NAME_RU,NAME_SV,NAME_TR,NAME_VI,NAME_ZH,NE_ID,NAME_FA,NAME_HE,NAME_UK,NAME_UR,NAME_ZHT
1024,850774/1996,850774,1996,50.0,{D70AC0DA-B1CF-46EA-9EBD-2BCB378090D7},REQUERIMENTO DE LAVRA GARIMPEIRA,575 - REQ PLG/TORNA S/EFEITO DESPACHO INDEFERIMENTO EM 09/03/2017,CARMOZA BESERRA SANTIAGO,MINÉRIO DE OURO,Demais substâncias,PA,850.774/1996,"POLYGON Z ((-57.2106849619999 -7.222023024999942 0, -57.21973948999994 -7.222022925999909 0, -57.21973939499992 -7.217501787999936 0, -57.210684956999955 -7.217501886999912 0, -57.2106849619999 -7.222023024999942 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
15458,850397/2020,850397,2020,48.95,{460582A3-15B2-4B5F-8081-DD60FD13573D},REQUERIMENTO DE LAVRA GARIMPEIRA,793 - REQ PLG/DOCUMENTO DIVERSO PROTOCOLIZADO EM 03/02/2021,ADRIANO AGUIAR DE CASTRO,CASSITERITA,Industrial,PA,850.397/2020,"POLYGON Z ((-57.341850277999924 -5.683839721999959 0, -57.341850277999924 -5.685651666999945 0, -57.33744749999994 -5.685651666999945 0, -57.33744749999994 -5.689519999999959 0, -57.34588611099991 -5.689519999999959 0, -57.34588611099991 -5.683839721999959 0, -57.341850277999924 -5.683839721999959 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
13044,851311/2017,851311,2017,0.04,{644B7747-FB42-4E5F-9765-CA9377E3C88B},REQUERIMENTO DE LAVRA GARIMPEIRA,335 - REQ PLG/INDEFERIMENTO PUBLICADO EM 19/09/2018,Coomigapa Cooperativa dos Mineradores Garimpeiros do Para,CASSITERITA,Industrial,PA,851.311/2017,"POLYGON Z ((-56.2602919439999 -6.733580053999958 0, -56.22848382899991 -6.733580005999954 0, -56.22848382899991 -6.733581870999956 0, -56.2602919439999 -6.733580053999958 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
2760,850012/2010,850012,2010,49.26,{F457D396-72FD-4F96-B19F-48D028361D30},REQUERIMENTO DE LAVRA GARIMPEIRA,335 - REQ PLG/INDEFERIMENTO PUBLICADO EM 16/10/2017,João Batista Bezerra Ferreira,MINÉRIO DE OURO,Industrial,PA,850.012/2010,"POLYGON Z ((-56.84761179499992 -6.58563172199996 0, -56.83861090499994 -6.585631730999921 0, -56.838610908999954 -6.590106754999908 0, -56.847611798999935 -6.590106745999947 0, -56.84761179499992 -6.58563172199996 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
23395,850740/1992,850740,1992,50.0,{CF13ACEF-8766-4119-B31A-BA5EAD7925E3},DISPONIBILIDADE,1352 - DISPONIB/TORNA S/EFEITO DISPONIB ART 26- ÁREA REQ PLG EM 07/04/2017,José Ribamar Alves dos Santos,OURO,Demais substâncias,PA,850.740/1992,"POLYGON Z ((-56.38016055399993 -6.509290833999955 0, -56.38016055899993 -6.513812105999932 0, -56.389201707999916 -6.513812016999907 0, -56.389201622999906 -6.509290743999941 0, -56.38016055399993 -6.509290833999955 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
8757,850809/2013,850809,2013,50.0,{A2647772-AD6F-4400-935F-F09A2D090E8A},REQUERIMENTO DE LAVRA GARIMPEIRA,793 - REQ PLG/DOCUMENTO DIVERSO PROTOCOLIZADO EM 27/04/2018,Gleicon Jose da Costa,MINÉRIO DE OURO,Industrial,PA,850.809/2013,"POLYGON Z ((-56.79781942599993 -6.755083517999935 0, -56.79781943099994 -6.759604930999956 0, -56.8068650429999 -6.759604921999937 0, -56.806865037999955 -6.755083508999917 0, -56.79781942599993 -6.755083517999935 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
6009,886378/2008,886378,2008,3300.0,{1ADC9D0E-75D6-4DAE-987C-21062C44D10B},DISPONIBILIDADE,1348 - DISPONIB/TORNA S/EFEITO DISPONIB ART 26- ÁREA REQ PESQ EM 17/03/2017,ANTONIO FERNANDES CAMPOS FIGUEIREDO,CASSITERITA,Industrial,RO,886.378/2008,"POLYGON Z ((-62.81166849199991 -9.59744609899991 0, -62.81166835199991 -9.507034094999938 0, -62.781613845999914 -9.507032847999938 0, -62.78160605699992 -9.597444839999923 0, -62.81166849199991 -9.59744609899991 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
9305,851939/1993,851939,1993,50.0,{2FC2EBA5-6DBD-40A0-AB2E-986842142806},REQUERIMENTO DE LAVRA GARIMPEIRA,793 - REQ PLG/DOCUMENTO DIVERSO PROTOCOLIZADO EM 11/06/2024,Raimundo Bernardo de Sousa,OURO,Demais substâncias,PA,851.939/1993,"POLYGON Z ((-56.59271268099991 -7.514563929999952 0, -56.59271268599991 -7.519085008999923 0, -56.601773247999915 -7.519084905999932 0, -56.60177314999993 -7.514563826999961 0, -56.59271268099991 -7.514563929999952 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
17863,851650/2021,851650,2021,44.2,{F8F96E7B-0DDC-49EC-906F-1DAD074AB3CD},REQUERIMENTO DE LAVRA GARIMPEIRA,348 - REQ PLG/CUMPRIMENTO  EXIGÊNCIA PROTOCOL EM 28/03/2022,CARLOS JOSE DE ABREU ARAUJO,CASSITERITA,Industrial,PA,851.650/2021,"POLYGON Z ((-56.75531583299994 -6.884209443999907 0, -56.75531583299994 -6.886170470999957 0, -56.7570658329999 -6.88617045299992 0, -56.7570658329999 -6.8771658329999354 0, -56.748034349999955 -6.877165704999925 0, -56.748034351999934 -6.878818888999945 0, -56.75306722199991 -6.878818888999945 0, -56.75306722199991 -6.880994166999926 0, -56.75390861099993 -6.880994166999926 0, -56.75390861099993 -6.882402777999914 0, -56.7544897219999 -6.882402777999914 0, -56.7544897219999 -6.884209443999907 0, -56.75531583299994 -6.884209443999907 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
1120,886934/1998,886934,1998,50.0,{EC23670A-E9EF-4BF7-A6B3-F70C6B7B0612},REQUERIMENTO DE LAVRA GARIMPEIRA,793 - REQ PLG/DOCUMENTO DIVERSO PROTOCOLIZADO EM 19/04/2011,Gilmar Cezar Tolotti,OURO,Demais substâncias,RO,886.934/1998,"POLYGON Z ((-65.10030687299991 -9.60629760799992 0, -65.10030686599993 -9.601777022999954 0, -65.09119692399992 -9.601776916999938 0, -65.09119681099992 -9.606297501999961 0, -65.10030687299991 -9.60629760799992 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
10589,857802/1995,857802,1995,50.0,{C7CE3490-CA6D-4EB6-893E-1899457C9920},REQUERIMENTO DE LAVRA GARIMPEIRA,335 - REQ PLG/INDEFERIMENTO PUBLICADO EM 25/09/2017,RAIMUNDO NONATO DA SILVA TAVARES,OURO,Demais substâncias,PA,857.802/1995,"POLYGON Z ((-56.576249394999934 -6.229800367999928 0, -56.58076748499991 -6.22980038299994 0, -56.58076747599995 -6.2207577369999285 0, -56.57624946399994 -6.220757722999906 0, -56.576249394999934 -6.229800367999928 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
12228,850500/2017,850500,2017,9999.95,{50AC5186-0DD7-44A5-A75B-E2235BDFB9F1},AUTORIZAÇÃO DE PESQUISA,2116 - AUT PESQ/BAIXA ALVARÁ  LIBERADA PARA EDITAL EM 14/12/2022,Andorra Participações e Emprendimentos Ltda,MINÉRIO DE MANGANÊS,Industrial,PA,850.500/2017,"POLYGON Z ((-56.18792871099993 -9.398556110999948 0, -56.27804583299991 -9.398556110999948 0, -56.27804587199995 -9.364057314999911 0, -56.27804583299991 -9.308148693999954 0, -56.275445816999934 -9.308148365999955 0, -56.275445816999934 -9.308143332999919 0, -56.18701194399995 -9.308143332999919 0, -56.18701194399995 -9.34024065199992 0, -56.18701523899995 -9.34024065199992 0, -56.18701194399995 -9.35298305699996 0, -56.18701194399995 -9.39855020899995 0, -56.18792871099993 -9.398550325999906 0, -56.18792871099993 -9.398556110999948 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
1360,884035/2006,884035,2006,9632.16,{CEA442BF-B5BC-4E96-BCA4-1ACE554C73CC},REQUERIMENTO DE PESQUISA,157 - REQ PESQ/DESISTÊNCIA REQ PESQ HOMOLOGADA PUB EM 21/09/2018,RIO GRANDE MINERACAO S.A,OURO,Industrial,RR,884.035/2006,"POLYGON Z ((-61.05677124999994 3.2372254650000514 0, -61.04743695099995 3.235568264000051 0, -61.039077765999934 3.238366701000075 0, -61.03907772499991 3.155203509000046 0, -61.03907772499991 3.1551943190000884 0, -61.03908394299992 3.155194320000078 0, -61.039083941999934 3.1552105530000745 0, -61.12901755699994 3.155214415000046 0, -61.12901760199992 3.245615328000042 0, -61.07611221399992 3.2456129920000762 0, -61.07625385699993 3.2451127220000444 0, -61.07627767699995 3.244219335000082 0, -61.076584726999954 3.243639430000087 0, -61.07688085099994 3.2428432210000437 0, -61.07722101999991 3.242684461000067 0, -61.07723340799993 3.2421267790000456 0, -61.07781160999991 3.2419684730000426 0, -61.07824248199995 3.2418441540000913 0, -61.07858346799992 3.2410139410000625 0, -61.06681944899992 3.2388856840000813 0, -61.05677124999994 3.2372254650000514 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
3149,886542/2014,886542,2014,0.03,{5B33BCF3-EB3B-449B-9A4E-CD00DB296826},REQUERIMENTO DE LAVRA GARIMPEIRA,344 - REQ PLG/EXIGÊNCIA PUBLICADA EM 30/09/2024,COOPERATIVA DOS GARIMPEIROS DO RIO MADEIRA - COOGARIMA,MINÉRIO DE OURO,Industrial,RO,886.542/2014,"POLYGON Z ((-65.07587410399992 -9.597516206999956 0, -65.07588981999993 -9.597516206999956 0, -65.0758898389999 -9.59592882499993 0, -65.0758817759999 -9.595931848999953 0, -65.07587410099995 -9.595934087999922 0, -65.07587410399992 -9.597516206999956 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
3542,850909/2010,850909,2010,2000.0,{7340F92B-E923-43E7-B3BE-6194D2A02895},AUTORIZAÇÃO DE PESQUISA,318 - AUT PESQ/RELATORIO PESQ NÃO APV ART 30 II CM PUB EM 20/12/2013,AGUA NOVA PESQUISAS MINERAIS LTDA,MINÉRIO DE OURO,Industrial,PA,850.909/2010,"POLYGON Z ((-51.080621694999934 -9.505517854999937 0, -51.08062164799992 -9.469352920999938 0, -51.03508937499993 -9.469349923999914 0, -51.03508469999991 -9.505514858999959 0, -51.080621694999934 -9.505517854999937 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
4212,751947/1997,751947,1997,50.0,{A388A396-4B54-47A1-AFA6-9F6FCFFD893E},REQUERIMENTO DE LAVRA GARIMPEIRA,573 - REQ PLG/OPÇÃO REGIME AUTORIZAÇÃO PESQ PROTOCOLIZADO EM 16/08/2021,José Antonio Pereira dos Santos,MINÉRIO DE OURO,Demais substâncias,PA,751.947/1997,"POLYGON Z ((-56.156577032999905 -6.547313857999939 0, -56.15657703699992 -6.5518351229999325 0, -56.165618938999955 -6.551835032999918 0, -56.165618853999945 -6.547313767999924 0, -56.156577032999905 -6.547313857999939 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
2552,855134/1996,855134,1996,50.0,{C8C7725B-7109-4D27-8121-4FCC503473A2},REQUERIMENTO DE LAVRA GARIMPEIRA,335 - REQ PLG/INDEFERIMENTO PUBLICADO EM 26/03/2020,LUIZ SILVA DE SOUSA,OURO,Demais substâncias,PA,855.134/1996,"POLYGON Z ((-56.49098279099991 -7.4275751619999255 0, -56.50004146899994 -7.427575243999911 0, -56.500041463999935 -7.423054146999959 0, -56.490982877999954 -7.423054063999928 0, -56.49098279099991 -7.4275751619999255 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
19538,801472/1968,801472,1968,6.91,{13783E47-9461-4750-9E27-583EFE405ABD},CONCESSÃO DE LAVRA,470 - CONC LAV/EXIGÊNCIA PUBLICADA EM 25/09/2024,INDAIA BRASIL AGUAS MINERAIS LTDA,ÁGUA MINERAL,Demais substâncias,PA,801.472/1968,"POLYGON Z ((-48.449991165999904 -1.3146858869999392 0, -48.449991165999904 -1.3139623919999508 0, -48.44963174399993 -1.3139623919999508 0, -48.44963174399993 -1.3140347409999436 0, -48.449272323999935 -1.3140347409999436 0, -48.449272323999935 -1.3141161349999493 0, -48.448912901999904 -1.3141161349999493 0, -48.448912901999904 -1.314188483999942 0, -48.44855347999993 -1.314188483999942 0, -48.44855347999993 -1.3142608329999348 0, -48.448194059999935 -1.3142608329999348 0, -48.448194059999935 -1.3143331819999275 0, -48.447834637999904 -1.3143331819999275 0, -48.447834637999904 -1.3144055319999097 0, -48.44747521599993 -1.3144055309999203 0, -48.44747521599993 -1.314477879999913 0, -48.447115794999945 -1.3144778809999593 0, -48.447115794999945 -1.314550229999952 0, -48.44657666299992 -1.3145502289999058 0, -48.44657666299992 -1.3145230979999383 0, -48.446127385999944 -1.3145230979999383 0, -48.446127385999944 -1.314477879999913 0, -48.44522883299993 -1.3144778779999342 0, -48.44522883299993 -1.314405527999952 0, -48.4446897009999 -1.3144055269999058 0, -48.4446897009999 -1.314369352999961 0, -48.44415056899993 -1.3143693509999252 0, -48.44415056899993 -1.3143241329999569 0, -48.4435215819999 -1.3143241319999106 0, -48.4435215819999 -1.3142789139999422 0, -48.44289259399994 -1.3142789119999065 0, -48.44289259399994 -1.3142246489999252 0, -48.442353461999915 -1.3142246489999252 0, -48.442353459999936 -1.3149481429999241 0, -48.44289259199991 -1.3149481449999598 0, -48.44289259199991 -1.3149843189999615 0, -48.443521579999924 -1.3149843209999403 0, -48.443521579999924 -1.3150385819999428 0, -48.44415056799994 -1.3150385839999217 0, -48.44415056799994 -1.3150928459999136 0, -48.44468969999991 -1.3150928469999599 0, -48.44468969999991 -1.3151380659999177 0, -48.44522883199994 -1.315138066999907 0, -48.44522883199994 -1.3151923289999559 0, -48.446127384999954 -1.3151923299999453 0, -48.446127385999944 -1.3152827659999389 0, -48.44657666199993 -1.3152827669999283 0, -48.44657666199993 -1.3153189429999088 0, -48.447115793999956 -1.3153189429999088 0, -48.447115794999945 -1.3152465929999266 0, -48.44747521599993 -1.315246593999916 0, -48.44747521599993 -1.3151742439999339 0, -48.447834636999914 -1.3151742439999339 0, -48.447834636999914 -1.3151018949999411 0, -48.448194058999945 -1.3151018959999305 0, -48.448194058999945 -1.3150295459999484 0, -48.44855348099992 -1.3150295459999484 0, -48.44855348099992 -1.3149391099999548 0, -48.448912901999904 -1.3149391099999548 0, -48.448912901999904 -1.3148305849999247 0, -48.449272323999935 -1.314830585999914 0, -48.449272323999935 -1.314758235999932 0, -48.44963174499992 -1.314758235999932 0, -48.44963174499992 -1.3146858869999392 0, -48.449991165999904 -1.3146858869999392 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
